id,syllable,tone,speaker,gender,f0_01,f0_02,f0_03,f0_04,f0_05,f0_06,f0_07,f0_08,f0_09,f0_10,d0_01,d0_02,d0_03,d0_04,d0_05,d0_06,d0_07,d0_08,d0_09,f0_mean,f0_std,f0_min,f0_max,f0_slope,duration,voiced_ratio,f0_min_pos
6736,nā,1,Male Voice 1,male,1.2048,-0.7411,-0.2203,0.2367,0.2333,0.2938,0.0004,-0.1105,0.1613,-0.044,-1.9458,0.5207,0.4571,-0.0034,0.0605,-0.2934,-0.1109,0.2718,-0.2052,0.0446,0.4245,-0.973,1.2048,0.0754,0.5344,0.96,0.1111
6740,nāi,1,Male Voice 1,male,0.0288,-1.1688,-0.2841,-0.6445,-0.0242,0.1753,0.2926,0.4348,0.2907,1.4511,-1.1976,0.8847,-0.3603,0.6202,0.1995,0.1174,0.1421,-0.144,1.1604,-0.0098,0.6139,-1.3029,1.4511,1.7702,0.5605,0.9623,0.1111
6744,nān,1,Male Voice 1,male,-1.4741,-1.9262,-0.5956,0.0571,0.4018,0.7876,0.5587,0.3402,-0.1582,-0.0713,-0.4522,1.3306,0.6526,0.3448,0.3858,-0.2289,-0.2185,-0.4984,0.0869,-0.0987,0.8083,-2.2572,0.7887,1.829,0.5605,0.9434,0.1111
6704,miāo,1,Male Voice 1,male,0.3902,-0.617,-0.0295,0.2811,0.3529,0.0825,-0.0551,-0.4218,-0.2414,0.6196,-1.0072,0.5875,0.3106,0.0718,-0.2704,-0.1376,-0.3667,0.1805,0.861,0.0208,0.3169,-0.6533,0.6196,-0.1665,0.5344,0.94,0.1111
6796,nīng,1,Male Voice 1,male,0.8222,-0.6145,-0.0413,0.1737,-0.2157,0.1327,0.1401,-0.1479,-0.1481,0.5458,-1.4367,0.5731,0.2151,-0.3894,0.3484,0.0074,-0.288,-0.0002,0.6939,0.0305,0.3302,-0.6918,0.8222,0.0701,0.5344,0.96,0.1111
7572,bān,1,Male Voice 2,male,-0.4126,-0.4018,-0.5286,-0.4633,-0.4228,-0.5761,-0.3534,-0.0154,1.3345,1.5518,0.0108,-0.1269,0.0653,0.0406,-0.1533,0.2227,0.338,1.3499,0.2172,-0.0446,0.7024,-0.6676,1.7818,1.8438,0.7173,0.9265,0.5556
7576,bāng,1,Male Voice 2,male,-1.0126,-0.7712,-0.5051,-0.0674,0.1499,0.2733,0.1156,0.4225,0.1955,0.3085,0.2414,0.2661,0.4377,0.2173,0.1234,-0.1577,0.3069,-0.227,0.113,-0.0776,0.453,-1.0126,0.4225,1.3477,0.5866,0.9273,0.0
7580,bāo,1,Male Voice 2,male,1.0068,-0.3631,-0.1692,-0.0192,0.0269,0.0266,-0.0786,0.0756,0.2563,0.1471,-1.3699,0.1939,0.15,0.0461,-0.0003,-0.1052,0.1543,0.1807,-0.1092,0.065,0.3258,-0.5022,1.0068,-0.021,0.7956,0.9342,0.1111
7584,bēi,1,Male Voice 2,male,-1.1227,-0.95,-0.4866,0.0331,-0.0977,-0.0997,0.1652,0.3852,0.5907,0.7658,0.1727,0.4634,0.5197,-0.1307,-0.0021,0.265,0.2199,0.2055,0.1751,-0.073,0.5562,-1.1227,1.0911,1.8135,0.7173,0.9412,0.0
7588,bēn,1,Male Voice 2,male,-1.747,-0.4767,0.1679,0.1441,-0.0789,0.0553,0.0063,0.3223,-0.4298,0.0722,1.2703,0.6446,-0.0238,-0.223,0.1342,-0.049,0.3161,-0.7521,0.502,-0.0864,0.4999,-1.747,0.4915,0.9885,0.874,0.9524,0.0
7592,bēng,1,Male Voice 2,male,-0.3754,-0.5094,-0.1644,0.062,-0.0692,0.1055,-0.1111,0.154,0.4287,0.7534,-0.134,0.345,0.2264,-0.1312,0.1747,-0.2166,0.2651,0.2747,0.3247,-0.0343,0.2799,-0.5547,0.7534,0.6989,0.6128,0.9138,0.1111
7596,bī,1,Male Voice 2,male,-0.4845,0.1965,-0.0057,-0.1437,-0.046,0.0332,0.0142,0.0664,0.1259,-0.179,0.6809,-0.2022,-0.138,0.0976,0.0793,-0.0191,0.0523,0.0595,-0.305,-0.0421,0.1702,-0.4845,0.2026,0.3038,0.6128,0.9138,0.0
7600,biān,1,Male Voice 2,male,0.6944,-0.9087,-0.3538,-0.0711,-0.0682,-0.1278,-0.1194,0.3078,0.4745,1.0222,-1.6032,0.5549,0.2827,0.0029,-0.0596,0.0083,0.4273,0.1667,0.5476,0.0325,0.4583,-0.9554,1.0222,0.8663,0.5866,0.9455,0.1111
7604,biāo,1,Male Voice 2,male,-0.1764,-1.0461,-0.5909,-0.3243,0.0166,0.2413,0.2119,0.0246,0.6338,1.4394,-0.8697,0.4552,0.2666,0.3409,0.2247,-0.0294,-0.1873,0.6091,0.8056,-0.0176,0.5434,-1.4141,1.4394,1.6013,0.6128,0.9483,0.1111
7608,biē,1,Male Voice 2,male,-0.9278,-0.0784,0.3243,0.1458,-0.2513,-0.3096,-0.3345,-0.0389,0.5448,0.4402,0.8495,0.4026,-0.1785,-0.3971,-0.0583,-0.0249,0.2957,0.5836,-0.1046,-0.0768,0.3886,-0.9278,0.5831,0.6356,0.5344,0.92,0.0
7612,bīn,1,Male Voice 2,male,-0.1011,-0.3725,-0.4193,-0.1794,-0.1597,0.0169,-0.2915,0.3139,0.9309,0.7777,-0.2714,-0.0468,0.2399,0.0197,0.1766,-0.3084,0.6054,0.617,-0.1531,-0.0105,0.4059,-0.7027,0.9357,1.1135,0.7434,0.9437,0.2222
7616,bīng,1,Male Voice 2,male,-0.2883,-0.446,-0.2172,-0.3475,-0.1446,0.0341,-0.0195,0.1903,0.3758,0.6746,-0.1578,0.2289,-0.1303,0.2029,0.1787,-0.0536,0.2097,0.1855,0.2989,-0.0246,0.3195,-0.4906,0.8233,1.003,0.6911,0.9242,0.1111
7620,bō,1,Male Voice 2,male,0.2006,-0.5194,-0.5648,-0.3123,-0.1276,0.3395,0.4748,0.2163,-0.1046,0.3588,-0.7199,-0.0454,0.2525,0.1847,0.4671,0.1353,-0.2585,-0.3209,0.4634,0.0111,0.3759,-0.6417,0.6484,0.7474,0.5605,0.9245,0.2222
7692,chī,1,Male Voice 2,male,1.3365,1.3365,1.3365,0.1799,0.0971,0.5077,0.0115,-0.5943,-0.3749,0.0151,0.0,0.0,-1.1566,-0.0828,0.4106,-0.4962,-0.6058,0.2194,0.39,0.3449,0.6699,-0.6227,1.3365,-2.0371,0.7695,0.7397,0.7778
7696,chōng,1,Male Voice 2,male,15.7499,15.7499,15.7499,-1.9831,-2.7901,-2.5406,-2.1509,-2.4136,-1.9125,-1.7563,0.0,0.0,-17.733,-0.807,0.2495,0.3896,-0.2627,0.5012,0.1562,3.0574,8.0616,-2.82,15.81,-22.0292,0.7173,0.75,0.4444
7700,chōu,1,Male Voice 2,male,16.047,16.047,12.0343,0.7443,-1.1728,-1.0887,-1.4324,-1.0117,-1.0777,-0.9119,0.0,-4.0127,-11.29,-1.9171,0.0841,-0.3437,0.4207,-0.0661,0.1659,3.5432,7.0436,-1.4638,16.047,-20.0698,0.7695,0.6849,0.6667
7704,chū,1,Male Voice 2,male,0.074,0.074,0.074,0.1662,0.2943,0.021,-0.1526,-0.0869,-0.3957,0.0531,0.0,0.0,0.0923,0.1281,-0.2733,-0.1737,0.0658,-0.3088,0.4488,0.0186,0.1842,-0.4629,0.3477,-0.3635,0.7173,0.7353,0.8889
7708,chuā,1,Male Voice 2,male,0.7265,0.7265,0.7265,0.5309,0.1548,-0.2406,-0.2979,-0.1884,0.0189,-0.115,0.0,0.0,-0.1956,-0.3761,-0.3954,-0.0573,0.1095,0.2073,-0.1339,0.1816,0.4346,-0.455,0.9353,-1.2436,0.7434,0.7465,0.6667
7712,chuāi,1,Male Voice 2,male,1.6865,1.6865,1.6865,-0.1498,-0.2847,-0.2232,-0.099,0.0671,0.0251,0.1394,0.0,0.0,-1.8363,-0.1349,0.0615,0.1242,0.166,-0.0419,0.1142,0.3933,0.7687,-0.3423,1.6865,-1.8424,0.8479,0.7654,0.4444
7548,āi,1,Male Voice 2,male,0.5856,-2.6253,-1.0081,-0.0483,0.3379,0.5627,0.5509,0.4819,0.2346,0.418,-3.211,1.6173,0.9598,0.3862,0.2248,-0.0119,-0.069,-0.2472,0.1834,0.0105,0.8361,-2.8866,0.7087,1.7346,0.8217,0.9494,0.1111
7552,ān,1,Male Voice 2,male,3.0986,-0.7194,-0.6474,-0.4455,-0.1037,-0.1605,-0.2512,0.303,0.9163,0.6145,-3.818,0.072,0.2019,0.3418,-0.0568,-0.0907,0.5543,0.6133,-0.3018,0.144,0.9486,-1.1083,3.0986,-0.0163,0.8217,0.9494,0.1111
7556,āng,1,Male Voice 2,male,2.671,2.4672,-0.1239,-0.0495,-0.2481,-0.2405,-0.2125,0.1217,-0.1965,0.1259,-0.2037,-2.5911,0.0744,-0.1987,0.0077,0.0279,0.3343,-0.3183,0.3225,0.2649,0.915,-0.3491,2.671,-1.7356,0.8217,0.8987,0.4444
756,jiāo,1,Female Voice 1,female,-0.7603,-0.7603,-0.7427,-0.3126,0.0281,0.2385,0.1725,0.1067,0.0433,0.2763,0.0,0.0176,0.4301,0.3406,0.2104,-0.0659,-0.0658,-0.0634,0.233,-0.138,0.4043,-0.9837,0.2822,1.1961,0.874,0.8214,0.0
7560,āo,1,Male Voice 2,male,0.5658,-1.1219,-0.476,-0.0713,0.3817,0.4475,0.3116,0.0244,0.076,-0.3795,-1.6876,0.6459,0.4047,0.453,0.0658,-0.1359,-0.2872,0.0515,-0.4555,0.0115,0.4329,-1.2141,0.5658,0.6677,0.7173,0.9706,0.1111
7564,bā,1,Male Voice 2,male,-0.2299,-0.2857,-0.3263,-0.283,-0.2341,-0.1287,0.1277,0.254,0.3876,0.099,-0.0558,-0.0405,0.0432,0.0489,0.1054,0.2564,0.1263,0.1336,-0.2886,-0.021,0.3077,-0.3543,0.7352,0.9365,0.5344,0.92,0.2222
7568,bāi,1,Male Voice 2,male,-0.5375,-0.7412,-0.4099,-0.0432,0.1606,0.1505,0.265,0.1668,0.2364,0.3868,-0.2037,0.3313,0.3667,0.2039,-0.0101,0.1145,-0.0983,0.0696,0.1505,-0.0372,0.3595,-0.8505,0.5659,1.0538,0.8217,0.9367,0.1111
7668,chān,1,Male Voice 2,male,-0.0567,-0.0567,-0.0567,-0.0189,-0.3021,-0.1797,0.0874,0.0527,0.7802,-0.4554,0.0,0.0,0.0377,-0.2832,0.1224,0.2671,-0.0347,0.7275,-1.2356,-0.0191,0.2564,-0.4554,0.8858,0.3971,0.6911,0.697,1.0
7672,chāng,1,Male Voice 2,male,0.6479,0.6479,0.6479,-0.0907,-0.0981,0.2686,0.1961,-0.0996,0.0204,-0.6616,0.0,0.0,-0.7387,-0.0074,0.3667,-0.0725,-0.2957,0.1201,-0.6821,0.1798,0.3583,-0.6616,0.6479,-0.92,0.7173,0.7206,1.0
7676,chāo,1,Male Voice 2,male,0.009,0.009,0.009,0.0877,-0.0245,0.0871,0.0558,-0.1897,0.061,0.2492,0.0,0.0,0.0787,-0.1122,0.1116,-0.0314,-0.2455,0.2507,0.1881,0.0018,0.1306,-0.4128,0.3901,-0.1633,0.7173,0.75,0.7778
7680,chē,1,Male Voice 2,male,-0.6063,-0.6063,-0.6063,0.0447,-0.3374,0.0386,0.5208,0.2878,-0.3589,-0.0674,0.0,0.0,0.651,-0.3821,0.376,0.4822,-0.2329,-0.6468,0.2915,-0.1645,0.3874,-0.6063,0.5978,0.7894,0.7434,0.7324,0.0
7684,chēn,1,Male Voice 2,male,-0.153,-0.153,-0.153,0.0792,0.0539,-0.035,-0.0898,-0.1277,0.3074,-0.4518,0.0,0.0,0.2322,-0.0253,-0.0889,-0.0548,-0.0379,0.4351,-0.7592,-0.0409,0.137,-0.4518,0.3126,0.2204,0.7173,0.7353,1.0
7688,chēng,1,Male Voice 2,male,1.676,1.676,1.676,-0.3581,-0.1512,0.0096,0.1534,-0.0152,0.008,-0.0891,0.0,0.0,-2.0342,0.2069,0.1608,0.1439,-0.1687,0.0233,-0.0972,0.4231,0.7706,-0.3867,1.676,-1.8371,0.7434,0.7465,0.3333
7644,cāo,1,Male Voice 2,male,-0.8303,-0.8303,-0.8303,-0.5474,-0.1335,0.6172,0.2631,-0.0233,0.1873,-0.5211,0.0,0.0,0.2829,0.4139,0.7507,-0.3541,-0.2864,0.2106,-0.7084,-0.2293,0.4828,-0.8303,0.6558,1.1002,0.6911,0.7273,0.0
7648,cē,1,Male Voice 2,male,0.2752,0.2752,0.2752,0.086,0.1395,0.2974,0.3431,-0.0886,-0.2889,-1.8518,0.0,0.0,-0.1892,0.0534,0.158,0.0456,-0.4317,-0.2004,-1.5628,0.0702,0.3719,-1.8518,0.36,-0.7906,0.7434,0.7324,1.0
7652,cēn,1,Male Voice 2,male,0.4234,0.4234,0.5077,0.0051,0.1391,0.0294,0.0059,-0.2881,-0.3645,0.2988,0.0,0.0843,-0.5026,0.134,-0.1097,-0.0235,-0.294,-0.0765,0.6634,0.0898,0.2732,-0.4046,0.6763,-0.6972,0.8217,0.7848,0.8889
7656,cēng,1,Male Voice 2,male,-0.2612,-0.2612,-0.2612,-0.4321,0.0562,0.0551,-0.038,0.1267,0.4138,0.0592,0.0,0.0,-0.1709,0.4882,-0.0011,-0.0931,0.1647,0.2871,-0.3546,-0.0621,0.2337,-0.5284,0.4138,0.6787,0.7695,0.7671,0.3333
7660,chā,1,Male Voice 2,male,1.3515,1.3515,1.3515,0.4699,0.0447,-0.3842,-0.3911,-0.0621,-0.0302,0.2011,0.0,0.0,-0.8816,-0.4252,-0.4289,-0.007,0.3291,0.0319,0.2313,0.4054,0.6712,-0.413,1.3515,-1.7957,0.7695,0.6986,0.6667
7664,chāi,1,Male Voice 2,male,-0.222,-0.222,-0.222,0.065,0.0233,0.2294,-0.066,0.2632,-0.0943,-0.7439,0.0,0.0,0.2871,-0.0417,0.2061,-0.2954,0.3292,-0.3575,-0.6495,-0.0619,0.236,-0.7439,0.4189,0.0638,0.6911,0.7273,1.0
7624,bū,1,Male Voice 2,male,-0.4516,-1.3003,-0.5055,-0.0144,0.211,0.1287,0.1037,0.2715,0.3184,0.304,-0.8487,0.7948,0.4912,0.2254,-0.0823,-0.025,0.1678,0.0469,-0.0144,-0.0395,0.4478,-1.3497,0.6067,1.2925,0.6911,0.9242,0.1111
7628,cā,1,Male Voice 2,male,-0.0038,-0.0038,-0.0038,-0.0038,0.2878,0.238,0.0294,-0.4873,-0.1817,0.5496,0.0,0.0,0.0,0.2917,-0.0498,-0.2086,-0.5167,0.3056,0.7312,-0.003,0.2358,-0.515,0.5496,-0.1718,0.5605,0.6226,0.7778
763,jiē,1,Female Voice 1,female,0.1392,0.1392,-0.1462,-0.134,-0.0219,0.2477,0.0357,-0.0965,0.0079,0.3672,0.0,-0.2854,0.0121,0.1121,0.2696,-0.212,-0.1322,0.1044,0.3593,0.0252,0.1546,-0.2157,0.3672,0.0062,0.8479,0.8148,0.2222
7632,cāi,1,Male Voice 2,male,0.5306,0.5306,0.5306,0.5306,-0.269,-0.2268,0.1153,-0.0414,0.2736,0.183,0.0,0.0,0.0,-0.7996,0.0422,0.3421,-0.1567,0.3149,-0.0906,0.192,0.3153,-0.4283,0.5306,-0.5845,0.6911,0.6364,0.4444
7636,cān,1,Male Voice 2,male,0.0059,0.0059,0.0059,0.0059,-0.4932,-0.2656,-0.1119,-0.0283,0.414,0.5126,0.0,0.0,0.0,-0.4992,0.2277,0.1536,0.0836,0.4423,0.0986,-0.0019,0.366,-0.5362,1.1602,0.5449,0.6389,0.6667,0.4444
7640,cāng,1,Male Voice 2,male,-0.0896,-0.0896,-0.0896,-0.0896,-0.5496,-0.2769,-0.2713,-0.056,0.3086,1.5187,0.0,0.0,0.0,-0.46,0.2727,0.0056,0.2154,0.3646,1.21,-0.039,0.4649,-0.6286,1.6794,0.7763,0.665,0.6349,0.4444
7716,chuān,1,Male Voice 2,male,0.8251,0.8251,0.8251,-0.2785,-0.5064,-0.0166,0.1167,0.1702,0.1053,0.6342,0.0,0.0,-1.1036,-0.2279,0.4898,0.1333,0.0535,-0.0649,0.5289,0.2257,0.4641,-0.6365,0.8251,-0.6065,0.7956,0.7237,0.4444
772,jīn,1,Female Voice 1,female,0.0414,0.0414,0.3686,-0.0981,-0.1986,-0.1837,-0.1234,-0.0345,0.4803,0.2105,0.0,0.3272,-0.4667,-0.1004,0.0149,0.0603,0.0889,0.5148,-0.2698,0.0052,0.1733,-0.2132,0.5085,0.0003,0.9262,0.8539,0.4444
7720,chuāng,1,Male Voice 2,male,1.2899,1.2899,1.2899,0.0616,-0.2733,-0.417,0.0113,0.348,0.9148,-0.647,0.0,0.0,-1.2283,-0.3349,-0.1436,0.4283,0.3367,0.5668,-1.5617,0.3314,0.6869,-0.7403,1.2899,-1.368,0.7695,0.7397,1.0
7724,chuī,1,Male Voice 2,male,0.3315,0.3315,0.3315,0.4279,0.2235,-0.2676,-0.4699,-0.3786,0.2273,-0.0333,0.0,0.0,0.0964,-0.2043,-0.4911,-0.2024,0.0913,0.6059,-0.2606,0.0809,0.3538,-0.507,0.67,-0.5846,0.8217,0.7468,0.6667
7728,chūn,1,Male Voice 2,male,13.8139,13.8139,-1.5976,-2.1804,-1.9723,-1.9243,-1.7227,-1.8096,-1.9266,-0.5881,0.0,-15.4115,-0.5828,0.2081,0.048,0.2016,-0.0869,-0.117,1.3385,1.4002,6.1664,-2.3426,13.8139,-14.5256,0.7956,0.8553,0.3333
812,juān,1,Female Voice 1,female,7.2502,7.2502,-0.4754,0.0959,-0.1703,-0.5384,-0.577,-0.1976,-0.0468,0.1467,0.0,-7.7257,0.5713,-0.2662,-0.3681,-0.0386,0.3794,0.1509,0.1935,0.8508,2.6264,-0.793,7.2502,-5.5717,0.8479,0.8642,0.6667
8120,jūn,1,Male Voice 2,male,-0.2852,-0.2852,-0.07,-0.1901,-0.1229,0.2949,0.3203,-0.2404,-0.1928,1.0197,0.0,0.2152,-0.1201,0.0671,0.4178,0.0255,-0.5608,0.0476,1.2126,-0.0405,0.3058,-0.5165,1.0197,0.5662,0.6389,0.8667,0.0
8124,kā,1,Male Voice 2,male,-0.49,-0.49,-0.49,-0.0608,-0.1149,0.2244,0.5136,0.0638,-0.5873,0.1416,0.0,0.0,0.4292,-0.0541,0.3393,0.2892,-0.4498,-0.6511,0.729,-0.1507,0.3567,-0.7192,0.5246,0.5191,0.6911,0.697,0.8889
8128,kāi,1,Male Voice 2,male,1.0897,1.0897,1.0897,1.0897,-0.1925,-0.0378,0.0489,0.0376,0.6684,-0.4758,0.0,0.0,0.0,-1.2822,0.1547,0.0867,-0.0113,0.6308,-1.1442,0.3614,0.5722,-0.5421,1.0897,-1.43,0.874,0.6667,1.0
8132,kān,1,Male Voice 2,male,0.5155,0.5155,0.5155,-0.3209,0.0194,0.0673,-0.259,0.0089,0.4,0.2746,0.0,0.0,-0.8364,0.3403,0.0479,-0.3263,0.2679,0.3911,-0.1254,0.1192,0.277,-0.3209,0.5155,-0.4107,0.7695,0.7671,0.3333
8136,kāng,1,Male Voice 2,male,-0.0672,-0.0672,-0.0672,-0.0336,-0.5174,-0.2508,-0.3119,0.066,0.4622,0.7052,0.0,0.0,0.0336,-0.4839,0.2666,-0.061,0.3778,0.3963,0.2429,-0.0221,0.3784,-0.5675,0.9973,0.6102,0.7434,0.7324,0.4444
8140,kāo,1,Male Voice 2,male,0.5097,0.5097,0.5097,0.0567,-0.3399,0.017,-0.0752,-0.2982,0.4986,0.5257,0.0,0.0,-0.453,-0.3966,0.3569,-0.0921,-0.2231,0.7968,0.0271,0.128,0.3493,-0.4091,0.6432,-0.2784,0.9785,0.7447,0.4444
8208,lān,1,Male Voice 2,male,-1.0406,-1.6473,-0.439,0.3078,0.1753,0.1364,0.2971,0.5412,0.4626,0.5397,-0.6067,1.2083,0.7468,-0.1325,-0.0389,0.1607,0.2442,-0.0786,0.0771,-0.0427,0.7542,-2.1773,0.602,2.0355,0.7956,0.9737,0.1111
8212,lāng,1,Male Voice 2,male,-0.9423,-1.2843,-0.3711,0.2286,0.0512,0.0051,0.0296,0.6424,0.5652,0.8057,-0.3421,0.9132,0.5998,-0.1774,-0.0461,0.0245,0.6128,-0.0772,0.2405,-0.0393,0.6558,-1.5432,0.8497,2.0095,0.7173,0.9706,0.1111
8216,lāo,1,Male Voice 2,male,1.3079,-0.5989,-0.1056,-0.1819,-0.067,-0.1779,-0.0592,-0.0303,0.5444,1.0643,-1.9068,0.4933,-0.0763,0.115,-0.1109,0.1187,0.0289,0.5747,0.52,0.0341,0.4452,-0.6589,1.3079,0.6049,0.7173,0.9706,0.1111
8220,lē,1,Male Voice 2,male,-1.8451,-2.0551,-0.6737,0.0193,0.3001,0.1983,0.3271,0.5859,0.4825,0.7442,-0.21,1.3815,0.693,0.2808,-0.1018,0.1288,0.2588,-0.1034,0.2617,-0.1215,0.8931,-2.2508,0.8489,2.7156,0.7434,0.9437,0.1111
8224,lēi,1,Male Voice 2,male,-0.9219,-1.7973,-0.1388,0.5313,0.4008,0.2474,0.2214,0.2091,0.659,0.8223,-0.8754,1.6585,0.6701,-0.1305,-0.1534,-0.026,-0.0123,0.4499,0.1632,-0.041,0.8341,-2.2583,0.9445,2.2131,0.874,0.9762,0.1111
8228,lēng,1,Male Voice 2,male,-1.2484,-1.2491,0.197,0.5105,0.0671,0.1082,0.215,0.1998,0.1135,0.038,-0.0008,1.4461,0.3135,-0.4433,0.0411,0.1067,-0.0152,-0.0863,-0.0755,-0.0433,0.5743,-1.4762,0.578,1.029,0.7434,0.9718,0.1111
8168,kū,1,Male Voice 2,male,1.4993,1.4993,1.4993,-0.549,-0.5526,-0.3545,-0.2107,-0.1381,0.66,0.782,0.0,0.0,-2.0482,-0.0036,0.198,0.1438,0.0726,0.7981,0.122,0.3733,0.8151,-0.6903,1.4993,-1.0029,0.7434,0.7465,0.4444
8172,kuā,1,Male Voice 2,male,1.9407,1.9407,1.9407,0.0195,-0.3155,-0.2203,-0.1408,-0.9287,0.4619,1.203,0.0,0.0,-1.9211,-0.3351,0.0952,0.0795,-0.7879,1.3906,0.7411,0.482,1.0305,-0.9802,1.9407,-2.0934,0.7434,0.7465,0.7778
8176,kuāi,1,Male Voice 2,male,15.242,15.2267,2.789,-2.4146,-2.3464,-2.4349,-2.6255,-2.7197,-1.5892,-1.5131,-0.0154,-12.4377,-5.2037,0.0683,-0.0885,-0.1906,-0.0941,1.1305,0.0761,1.208,6.4938,-2.7577,15.8287,-16.228,0.665,0.8254,0.7778
8180,kuān,1,Male Voice 2,male,0.8734,0.8734,0.9876,-0.4663,-0.018,-0.1759,-0.1722,0.0002,0.3546,0.1153,0.0,0.1141,-1.4539,0.4483,-0.1579,0.0037,0.1723,0.3544,-0.2393,0.165,0.4542,-0.496,1.0015,-0.8565,0.7695,0.8082,0.3333
8184,kuāng,1,Male Voice 2,male,0.7973,0.7973,0.7973,0.1704,-0.2979,-0.2239,-0.1117,-0.0648,0.241,-0.0277,0.0,0.0,-0.6269,-0.4683,0.074,0.1122,0.0468,0.3059,-0.2688,0.1877,0.435,-0.4437,1.1803,-0.9072,0.665,0.7619,0.4444
8232,lī,1,Male Voice 2,male,-1.91,-1.5084,-0.0595,0.1955,0.1715,0.1653,0.0335,0.5333,0.252,0.3548,0.4016,1.4488,0.2551,-0.024,-0.0063,-0.1318,0.4998,-0.2813,0.1028,-0.1046,0.731,-2.5572,0.7205,1.9319,0.8479,0.9506,0.0
8236,liā,1,Male Voice 2,male,-1.1685,-2.7737,-0.9121,0.3761,0.6437,0.2948,0.022,0.2995,1.6319,0.7214,-1.6052,1.8616,1.2882,0.2676,-0.3488,-0.2728,0.2775,1.3324,-0.9104,-0.072,1.1308,-2.988,1.6532,3.0806,0.665,0.9683,0.1111
8240,liān,1,Male Voice 2,male,0.5763,-0.796,-0.2881,0.4512,0.2153,0.0357,0.1718,0.2504,0.0475,0.0071,-1.3723,0.5079,0.7393,-0.236,-0.1796,0.1361,0.0786,-0.203,-0.0403,0.0123,0.4679,-1.4968,0.5763,0.5531,0.665,0.9683,0.1111
8244,liāng,1,Male Voice 2,male,-1.5358,-1.8226,-0.202,0.3191,-0.0169,0.0088,0.0741,0.679,0.6557,0.7695,-0.2868,1.6205,0.5211,-0.336,0.0257,0.0653,0.6049,-0.0233,0.1138,-0.0633,0.8144,-2.673,0.8063,2.229,0.6911,0.9697,0.1111
8248,liāo,1,Male Voice 2,male,-0.7628,-2.3717,-0.6699,0.3102,0.1194,0.4754,0.481,0.766,0.5619,0.7207,-1.6089,1.7018,0.98,-0.1908,0.356,0.0056,0.285,-0.2042,0.1588,-0.0463,0.9306,-2.3945,0.9057,2.584,0.7173,0.9706,0.1111
8252,liē,1,Male Voice 2,male,-0.6384,-0.9389,0.0638,0.3225,0.2857,0.0623,0.0164,0.0729,0.0222,0.1712,-0.3005,1.0027,0.2587,-0.0368,-0.2235,-0.0459,0.0565,-0.0506,0.149,-0.0226,0.4369,-1.7955,0.4204,0.7867,0.7695,0.9726,0.1111
8256,līn,1,Male Voice 2,male,-1.5015,-1.5445,-0.4529,0.744,0.4055,0.3041,0.2255,0.2973,0.1163,0.2922,-0.043,1.0916,1.1969,-0.3385,-0.1014,-0.0785,0.0717,-0.1809,0.1759,-0.0662,0.8022,-2.1702,0.7748,1.8663,0.6389,0.9667,0.1111
8144,kē,1,Male Voice 2,male,15.1787,14.9777,-3.5945,-3.3974,-3.6031,-3.8065,-3.6725,-3.4293,-3.6517,-3.6649,-0.201,-18.5722,0.1971,-0.2057,-0.2033,0.134,0.2432,-0.2224,-0.0132,-0.1613,7.1368,-4.0894,15.1787,-17.0105,1.083,0.9238,0.5556
8148,kēi,1,Male Voice 2,male,1.6891,1.6891,1.5193,0.0072,-0.1157,-0.2834,0.3364,0.044,-0.6082,0.0383,0.0,-0.1697,-1.5121,-0.1229,-0.1678,0.6198,-0.2924,-0.6522,0.6465,0.3591,0.7961,-0.6639,1.6891,-2.2304,0.8217,0.7848,0.8889
8152,kēn,1,Male Voice 2,male,0.7884,0.7884,0.6729,-0.416,-0.5458,-0.0211,0.0823,0.1021,0.3573,0.3363,0.0,-0.1155,-1.0889,-0.1298,0.5247,0.1034,0.0198,0.2552,-0.021,0.1669,0.4203,-0.6947,0.7884,-0.4672,0.874,0.7857,0.4444
8156,kēng,1,Male Voice 2,male,-0.4229,-0.4229,-0.4229,-0.1631,-0.1027,-0.0299,0.1553,-0.023,-0.036,1.2298,0.0,0.0,0.2598,0.0604,0.0729,0.1852,-0.1783,-0.0131,1.2658,-0.1168,0.2893,-0.4229,1.2298,0.7781,0.6911,0.7273,0.0
8160,kōng,1,Male Voice 2,male,1.4123,1.4123,2.0956,-0.5261,0.0082,0.2107,-0.055,-0.0188,-0.1311,-0.1067,0.0,0.6833,-2.6218,0.5343,0.2025,-0.2657,0.0362,-0.1124,0.0245,0.2887,0.6696,-0.6271,2.3319,-1.6066,0.9001,0.7931,0.3333
8164,kōu,1,Male Voice 2,male,12.6442,12.6442,10.3999,-2.8695,-3.8986,-3.9851,-4.2037,-4.2988,-3.4374,-2.9942,0.0,-2.2444,-13.2694,-1.0291,-0.0865,-0.2187,-0.0951,0.8614,0.4432,0.6903,6.8972,-4.5637,12.6442,-19.2469,0.7695,0.8356,0.7778
8100,jiōng,1,Male Voice 2,male,-0.8735,-0.8735,-0.9535,-0.407,0.0277,0.0127,-0.0289,0.3331,0.8861,0.8324,0.0,-0.08,0.5465,0.4346,-0.015,-0.0415,0.362,0.553,-0.0537,-0.1246,0.6071,-1.4439,1.0614,1.9108,0.6389,0.8667,0.2222
